track_id,track_popularity
1LZbNPkZE39WeytrhcoVD2,11
18KjYhghq6K3ZmfcewWDp6,47
2qv6LU59qyGRzm4X2TFYMl,9
5yzzy7Hevww3RDntQM5mG1,0
3O0e0LHTpza0rYVDbZfQ4r,51
4n7jnSxVLd8QioibtTDBDq,74
4466tjT4xLDhIdmsMymUHk,36
7hrnaeVvXFAkvQOmjHJglY,39
5OJJF2HA089n5T0ugmXCrk,23
7aQeWViSfRWSEwtJD86Eq0,55
1TVEPho7uQub2pMJyzO8JD,24
1WSGTYKLEpKfNQYYW5Oymt,60
2VDTgXwf3F6kcpX4HI0BKy,48
6TaqooOXAEcijL6G1AWS2K,68
6Qs4SXO9dwPj5GKvVOv8Ki,75
4jp4Z02kzzg8gK0NmDGgml,68
2Fap2zMMINCLylSCSGQLEa,27
